,username,like,reply,retweet,time,text,status
@Enviro_Voter-2023-04-24T09:43:34.000Z,@Enviro_Voter,0,0,1,2023-04-24T09:43:34.000Z,"Environmental Voter Project
@Enviro_Voter
·
Apr 24
WEDNESDAY!

Join our webinar to learn about NEW DATA on environment-first voters in red states and red-leaning purple states.

https://environmentalvoter.org/get-involved/new-data-hidden-potential-green-voters-red-states-briefing/2023-04-26… #ClimateActionNow #ClimateAction #ActOnClimate #ClimateVoter #EnvironmentalVoter #ClimateCrisis
environmentalvoter.org
NEW DATA: The Hidden Potential of Green Voters in Red States Briefing
1
153",1650435302169747456
@JDMcClintonIL-2023-04-21T16:19:57.000Z,@JDMcClintonIL,0,0,0,2023-04-21T16:19:57.000Z,"Jaylin (Jay) D. McClinton, J.D.
@JDMcClintonIL
·
Apr 21
As #EarthDay2023 approaches, hear from four young Chicagoans—that represent the best of our city: https://nrdc.org/bio/chakena-d-perry/earth-day-should-be-every-day…. The blog post was penned by 
@Chakena_Perry
. #ActOnClimate
nrdc.org
Earth Day Should Be Every Day!
Four Chicago students share why clean water and air are human rights.
82",1649447894536036353
@FinChase-2023-04-22T21:55:27.000Z,@FinChase,0,0,0,2023-04-22T21:55:27.000Z,"Lee Roper
@FinChase
·
Apr 23
#BirdsTellUs we need to #ActonClimate. Pledge to stand with 
@audubonsociety
 as we work towards climate solutions.
action.audubon.org
Birds are telling us that we need to act on climate.
Audubon’s science shows that nearly half of our birds are threatened by climate change. Pledge to stand with Audubon as we call on the new administration to listen to science and work towards climate...
7",1649894710662643712
@rpujolvives-2023-04-23T20:30:43.000Z,@rpujolvives,0,0,0,2023-04-23T20:30:43.000Z,"Robert Pujol i Vives
@rpujolvives
·
Apr 23
#GlobalWarming is a fact https://rpujolviven.blogspot.com/2013/01/really-are-temperatures-stopping-its.html…
#ClimateChange #ClimateCrisis #ActOnClimate 
The last 7 years have been Earth's 7 hottest
axios.com
The last 7 years have been Earth's 7 hottest
The past seven years have been the seven hottest on record, according to the European Union's Copernicus Climate Change Service, which released new global temperature data this morning, Andrew writes.
10",1650235776108568579
@MyZeroCarbon-2023-04-20T06:15:11.000Z,@MyZeroCarbon,0,0,0,2023-04-20T06:15:11.000Z,"My Zero Carbon #ClimateAction
@MyZeroCarbon
·
Apr 20
.
""To tackle #ClimateChange you don't have to reduce your quality of life, but you do have to change the way you live""
(Ken Linvingston 
@ken4london
)

https://azquotes.com/quote/605784

#ClimateAction #climate  #ActOnClimate
#
azquotes.com
Ken Livingstone Quote
To tackle climate change you don't have to reduce your quality of life, but you do have to change
74",1648933309223665664
@Nancy40595249-2023-04-21T00:31:48.000Z,@Nancy40595249,0,0,0,2023-04-21T00:31:48.000Z,"Nancy
@Nancy40595249
·
Apr 21
#BirdsTellUs we are in a climate emergency and it's #TimeToAct.  Pledge to stand with 
@audubonsociety
 as we call on elected leaders to create a brighter future for birds and people through durable and inclusive climate solutions.
act.audubon.org
Audubon Petition: Birds Tell Us That We Need To Act On Climate
Birds tell us we are in a climate emergency and it's time to act. Pledge to stand with us as we call on elected leaders to create a brighter future for birds and people through durable and inclusive...
17",1649209283085492225
@weareMEJC-2023-04-20T18:35:12.000Z,@weareMEJC,4,0,0,2023-04-20T18:35:12.000Z,"Michigan Environmental Justice Coalition
@weareMEJC
·
Apr 20
We can’t solve climate change with the same thinking that caused it. The #MICleanFuture Plan must include input from most-impacted communities. #MILeg can act on climate AND environmental justice w/legislation that takes community voices into account.
michiganadvance.com
What’s in the Senate Dem bills aimed at facilitating Michigan’s clean energy transition? ⋆ Michigan...
Michigan Senate Democrats expect to read in a new package of clean energy bills on Wednesday after announcing their MI Clean Energy Future Plan last week.  Included in the seven-bill package from...
4
224",1649119540268105745
@ncshaw-2023-04-22T14:38:38.000Z,@ncshaw,2,0,0,2023-04-22T14:38:38.000Z,"Noah Shaw
@ncshaw
·
Apr 22
Super proud of 
@FoleyHoag
 for stepping up with the #NetZeroLawyersAlliance, and to have been part of putting the firm's sustainability commitment in place. Walking the walk, as they say! #ActOnClimate #renewableenergy #EarthDay 

Read all about it: 
https://foleyhoag.com/news-and-insights/news/2023/april/foley-hoag-commits-to-net-zero-emissions/…
2
60",1649784783952592897
@xr_GPsAndElders-2023-04-23T11:39:08.000Z,@xr_GPsAndElders,0,0,0,2023-04-23T11:39:08.000Z,"XRGrandparentsAndElders
@xr_GPsAndElders
·
Apr 23
@SuellaBraverman
 
@RishiSunak
 The problem will not go away unless you act on Climate Crisis.
Quote Tweet
WeMove Europe
@wemoveEU
·
Apr 23
 #ClimateMigration is a subcategory of environmental migration. It can be forced or voluntary, temporary or permanent, internal or international... Climate change will force tens of millions of people to migrate by 2050.

Learn more here 
https://environmentalmigration.iom.int/environmental-migration…
4",1650101999453569025
@Briefing__Room-2023-04-21T10:40:33.000Z,@Briefing__Room,0,0,0,2023-04-21T10:40:33.000Z,"The Briefing Room
@Briefing__Room
·
Apr 21
What Makes People Act on Climate Change, according to Behavioral Science http://dlvr.it/SmrTxx
10",1649362480462991361
@PSRPennsylvania-2023-04-20T20:29:00.000Z,@PSRPennsylvania,0,0,0,2023-04-20T20:29:00.000Z,"PSR Pennsylvania
@PSRPennsylvania
·
Apr 20
Check out our most recent newsletter & take action now! Add your name to an open letter to Ireland's Minister for Energy on LNG U Turn!

https://buff.ly/3H0JZFA 

#PSRPA #Newsletter #ActonClimate #ClimateAction #LNG #Ireland #SignOn
myemail.constantcontact.com
Turn on Irish Ban on Fracked Gas Imports
Add your name to this open letter to the Minister of Energy Donate Now! Visit Our Website Open Letter to Ireland's Minister for Energy on LNG U Turn Ireland is in a spot of a bother and needs
29",1649148181760950272
@RupertWhite-2023-04-23T21:54:21.000Z,@RupertWhite,0,0,0,2023-04-23T21:54:21.000Z,"Rupert Collins-White
@RupertWhite
·
Apr 24
I think everyone should read this. This govt has no real intent to act on climate change, and every intent to act against anyone trying to wake society up to the crisis.
prospectmagazine.co.uk
Why I went to prison for Just Stop Oil
On 4th April, a jury at Basildon Crown Court found Marcus Decker guilty of causing a public nuisance. Before the trial, he wrote this defence of his actions
52",1650256824019320834
@MGallegos04-2023-04-21T12:11:05.000Z,@MGallegos04,0,0,0,2023-04-21T12:11:05.000Z,"Marilyn Gallegos 
@MGallegos04
·
Apr 21
If you're a resident of San Diego and care about #climatechange please  sign.  Urge 
@sdschools
 to #GoFossilFree and #ElectrifyEverything! 
@Sandiego350
 #actonclimate
sandiego350.org
Call on SDUSD to go fossil free and electrify everything!
SDUSD must prioritize students’ health and safeguard our futures by electrifying all district infrastructure.
9",1649385265193193478
@nyork8-2023-04-23T21:32:48.000Z,@nyork8,0,0,0,2023-04-23T21:32:48.000Z,"#ACTION #ClimateCRISIS ... #Medicare4All
@nyork8
·
Apr 24
Line 5 is illegally running through MI & the Bad River Band's land near WI. It's time for 
@POTUS
 to #ShutDownLine5! https://addup.sierraclub.org/campaigns/tell-president-biden-shut-down-line-5?promoid=7013q000001QSsqAAG&utm_medium=recruit&utm_source=twitter&utm_campaign=addup&tc=false… 

This is a survival issue!

#keepitintheground #ActOnClimate #HealthyAirForAll #ListenToYouth #anotherworldispossible
addup.sierraclub.org
Tell President Biden: Shut Down Line 5!  
Despite Enbridge's terrible track record, the Line 5 oil pipeline continues to illegally operate through the Bad River Band's land in WI and the Straits in MI. It's time for President Biden to...
24",1650251399970816001
@RaelynFox1-2023-04-20T22:05:53.000Z,@RaelynFox1,0,0,0,2023-04-20T22:05:53.000Z,"Raelyn Fox
@RaelynFox1
·
Apr 21
Replying to 
@MikeHudema
Act on climate change, tell your leaders that they need to stop using weather modification technology.
4",1649172561379426306
@StopTheWars2024-2023-04-21T18:05:42.000Z,@StopTheWars2024,0,0,0,2023-04-21T18:05:42.000Z,"Rural America for Marianne 
@StopTheWars2024
·
Apr 21
New York’s Sustainability Plan Will Act on Climate Resilience https://edf.org/media/new-yorks-sustainability-plan-will-act-climate-resilience… #ClimateChange #NewYork
edf.org
New York’s Sustainability Plan Will Act on Climate Resilience
Recent release of PlaNYC: Getting Sustainability Done includes meaningful commitments to action on climate resilience in New York City. For the first time, the plan proposes the creation of a new...
6",1649474504739921938
@TylerD81-2023-04-23T22:30:26.000Z,@TylerD81,0,0,0,2023-04-23T22:30:26.000Z,"Luca
@TylerD81
·
Apr 24
22.04.23 Stop Global Warming Graffiti by StreetArtist Harry Greb in Rome #PHOTOS->
https://lucaneve.com/gallery-slideshow/G0000sbFyuJU3DmE/C0000GPpTqAGd2Gg?start=… #TimeToAct #Solar #Pollution #Wind #ActOnClimate #GreenEnvironment #Ecosystem #RenewableEnergy #ActionsForClimate #RiscaldamentoGlobale #GiornataMondialeDellaTerra
21",1650265902053457922
@VivekGRamaswamy-2023-04-25T14:20:41.000Z,@VivekGRamaswamy,7226,227,1819,2023-04-25T14:20:41.000Z,"Vivek Ramaswamy
@VivekGRamaswamy
·
Apr 25
The problem with nuclear energy is it’s *too good*. And if you solve the “clean energy problem” activists lose their favorite Trojan Horse for advancing “global equity” by penalizing the West. That’s what the climate change debate is about.
227
1,819
7,226
312.5K",1650867429898059779
@Masdar-2023-04-25T08:07:51.000Z,@Masdar,297,12,46,2023-04-25T08:07:51.000Z,"Masdar
@Masdar
·
Apr 25
For 17 years, #Masdar has been making history as a global leader in clean energy, advancing in renewables and green hydrogen. 

#Masdar continues to drive innovation to protect the planet and power the future. 

Because #NextNeverStops.
936.7K views
0:01 / 1:12
1:11
936.7K views
12
46
297
1.6M",1650773601015021569
@mayemusk-2023-04-29T21:02:08.000Z,@mayemusk,1008,139,129,2023-04-29T21:02:08.000Z,"Maye Musk
@mayemusk
·
11h
I remember this well. I shamed many journalists from the MSM. I used the tags: #FUD #cleanenergywillwin They didn’t care. Is clean energy winning?
Quote Tweet
Tesla Owners Silicon Valley
@teslaownersSV
·
11h
In 2018 and 2019 the Tesla community had to band together to fight FUD against Tesla. I had a local neighbor trying to show his tesla going into a wall with AP1. I reacted it to show it was a complete lie. During those days we only had each other. $tsla @tesla   @vice…
There’s a new version of this Tweet
139
129
1,008
110.4K",1652418009799991301
@CNNnews18-2023-04-21T15:55:47.000Z,@CNNnews18,7486,61,457,2023-04-21T15:55:47.000Z,"News18
@CNNnews18
·
Apr 21
#DePowerKoGreenSignal because its #EarthDay2023 

Tata Power and #News18Network celebrates the growing Green Energy Culture in India.

#SustainableIsAttainable #CleanEnergy

Watch De Power Ko Green Signal- A Green Energy Story

#Partnered | 
@TataPower
2.6M views
0:01 / 2:14
2:13
2.6M views
61
457
7,486
9.2M",1649441812145393667
@whiteoakpasture-2023-04-25T23:46:09.000Z,@whiteoakpasture,318,10,51,2023-04-25T23:46:09.000Z,"White Oak Pastures
@whiteoakpasture
·
Apr 26
Solar grazing is a wonderful way to keep land in agriculture while producing clean energy. Our sheep keep the vegetation managed on about 3,000 acres of solar arrays owned and operated by our friends at 
@SiliconRanchCo
 . Lambing season is always exciting!
10
51
318
24.6K",1651009734315524097
@VP-2023-04-29T14:00:51.000Z,@VP,4948,1026,1104,2023-04-29T14:00:51.000Z,"Vice President Kamala Harris
@VP
·
18h
It is because of the ambition and aspiration of American workers like Alan, Thedis, and Wayne that we are leading the way in building a clean energy economy.
108.8K views
0:00 / 1:00
0:59
108.8K views
1,026
1,104
4,948
422.8K",1652311988872048643
@ArmandDoma-2023-04-22T19:56:18.000Z,@ArmandDoma,6679,60,471,2023-04-22T19:56:18.000Z,"Armand Domalewski
@ArmandDoma
·
Apr 22
Sorry, I couldn’t hear you over the sound of the German coal mine ramping up because you shut down your biggest source of clean energy
Quote Tweet
Daniela Gabor
@DanielaGabor
·
Apr 22
Replying to @Noahpinion
yawn, another US 'green' who gets to feel smug by dunking on European.
60
471
6,679
502.7K",1649864727848435712
@DrJitendraSingh-2023-04-27T07:34:11.000Z,@DrJitendraSingh,168,12,50,2023-04-27T07:34:11.000Z,"Dr Jitendra Singh
@DrJitendraSingh
·
Apr 27
Exchanged MoU with UK Science & Innovation Minister George Freeman for wider cooperation between two countries, particularly in quantum Technology, clean energy. India under PM Sh 
@NarendraModi
 fast moving to become an economic powerhouse,driven by technology & innovation.#London
India in the UK and Sujit Ghosh
12
50
168
7,016",1651489905011302401
@DrJitendraSingh-2023-04-26T11:46:16.000Z,@DrJitendraSingh,112,29,55,2023-04-26T11:46:16.000Z,"Dr Jitendra Singh
@DrJitendraSingh
·
Apr 26
Representatives of British Rolls-Royce group led by Director Patrick Horgan called in to make an engaging presentation about the kind of work being done by them in the area of promoting Clean Energy & the private-public collaborations,including with India,proposed by them.#London
India in the UK and Sujit Ghosh
29
55
112
8,194",1651190958233645056
@SamsungDSGlobal-2023-04-20T06:27:43.000Z,@SamsungDSGlobal,1061,18,134,2023-04-20T06:27:43.000Z,"Samsung Semiconductor
@SamsungDSGlobal
·
Apr 20
We asked employees from regional HQs in four different countries: how is #SamsungSemiconductor meeting its environmental goals? Learn more about Samsung’s commitment to clean energy, #sustainability and reducing our carbon footprint.

http://smsng.co/Env_Employees
61.6K views
0:01 / 0:56
0:54
61.6K views
18
134
1,061
1M",1648936464091336707
@POTUS-2023-04-23T13:00:00.000Z,@POTUS,11578,12233,3535,2023-04-23T13:00:00.000Z,"President Biden
@POTUS
·
Apr 23
Repealing the Inflation Reduction Act would mean:
- Doing nothing about the increasing ferocity of natural disasters
- Taking away clean-energy jobs
- Turning your back on families living in towns poisoned by pollution
 
Folks, we can't let that happen.
12.2K
3,535
11.5K
2.2M",1650122348421435392
@Mullen_USA-2023-04-24T20:30:07.000Z,@Mullen_USA,1063,182,288,2023-04-24T20:30:07.000Z,"Mullen Automotive
@Mullen_USA
·
Apr 24
Washington DC's city government #EVFleet is the first customer for Energy Management Module (EMM) field application. Mullen and EV Technologies engineers are onsite for vehicle installation and dyno testing.

$MULN #MullenUSA #MullenCommercial #MullenAutomotive #CleanEnergy
27K views
0:00 / 0:10
0:09
27K views
182
288
1,063
92.6K",1650598011649642496
@RockefellerFdn-2023-04-21T23:24:00.000Z,@RockefellerFdn,432,7,41,2023-04-21T23:24:00.000Z,"The Rockefeller Foundation
@RockefellerFdn
·
Apr 22
#EarthDay Fact #1 - Transitioning to clean energy can help us meet 
@UN
 climate goals. https://nytimes.com/2022/10/06/opinion/climate-coal-renewable-energy.html… 
@jmcurtin
 
@nytopinion
10K views
0:00 / 0:34
7
41
432
34.9K",1649554606966591489
@WhiteHouse-2023-04-29T01:30:54.000Z,@WhiteHouse,9760,1412,4166,2023-04-29T01:30:54.000Z,"The White House
@WhiteHouse
·
Apr 29
Speaker McCarthy and MAGA House Republicans just voted to repeal President Biden’s clean energy manufacturing tax credits.

The majority of those investments have been in Republican districts.

They voted to kick new factories and thousands of jobs out of their own districts.
1,412
4,166
9,760
853.3K",1652123257632444417
@CAgovernor-2023-04-20T17:17:37.000Z,@CAgovernor,283,271,84,2023-04-20T17:17:37.000Z,"Office of the Governor of California
@CAgovernor
·
Apr 20
California is poised to become one of the world’s largest producers of lithium.

We’re building a hub for global innovation while ensuring this transformation benefits communities right here in Imperial Valley, where we're fast-tracking the world’s clean energy future.
Gavin Newsom
271
84
283
65K",1649100016781529088
@POTUS-2023-04-21T01:30:00.000Z,@POTUS,6542,3395,1566,2023-04-21T01:30:00.000Z,"President Biden
@POTUS
·
Apr 21
Our climate bill wasn’t just the most significant investment to fight climate change ever – it'll also create millions of new jobs in the clean energy economy.  
 
We're proving that good climate policy is good economic policy.
3,395
1,566
6,542
995K",1649223930656223232
@AryaCanada-2023-04-29T16:37:38.000Z,@AryaCanada,19,5,7,2023-04-29T16:37:38.000Z,"Chandra Arya
@AryaCanada
·
16h
To capitalize the multi trillion dollar opportunity in the global clean economy, I called on Canada to take a collaborative Team Canada approach to develop on our competitive advantages including skilled workforce, critical minerals/metals, clean energy, advanced technologies.
5
7
19
1,185",1652351445671223296
@Keir_Starmer-2023-04-27T12:14:25.000Z,@Keir_Starmer,1125,1217,385,2023-04-27T12:14:25.000Z,"Keir Starmer
@Keir_Starmer
·
Apr 27
Britain can be better.

A Labour government would freeze council tax this year, to help with the cost of living crisis in the short-term.

And we've got a long-term plan to keep your energy bills lower, by making Britain a clean energy superpower and insulating 19 million homes.
54.2K views
0:00 / 0:42
1,217
385
1,125
203.9K",1651560430630756354
@elegantseagulls-2023-04-28T13:14:17.000Z,@elegantseagulls,55,0,7,2023-04-28T13:14:17.000Z,"Elegant Seagulls
@elegantseagulls
·
Apr 28
Concepts we created for DeepPower.

DeepPower is a geothermal drilling company dedicated to accessing and harvesting clean energy from the earth. #cleanenergy #Webdesign #branding #dribbble #geothermalenergy
1,238 views
0:02 / 0:08
7
55
4,689",1651937882896990210
@Gon_Chan287-2023-04-30T06:10:44.000Z,@Gon_Chan287,19,0,3,2023-04-30T06:10:44.000Z,"Lewis
@Gon_Chan287
·
2h
Cleaner than Iceland and supplying over 14GW of low carbon electricity to Europe.
France is back in the best way.
This is something that truly gives me hope alongside other countries such as Norway, Sweden and a few select others!
#cleanenergy #nuclear
3
19
330",1652556070542270467
@CNN-2023-04-28T22:45:08.000Z,@CNN,1185,114,392,2023-04-28T22:45:08.000Z,"CNN
@CNN
·
Apr 29
More than two dozen House Republicans who recently welcomed multi-million-dollar clean energy manufacturing investments in their districts voted Wednesday to repeal the tax incentives that stimulated those very same projects
cnn.com
Democrats target House Republicans who voted to repeal climate provisions driving billions of...
More than two dozen House Republicans who recently welcomed multi-million-dollar clean energy manufacturing investments in their districts voted Wednesday to repeal the tax incentives that stimulated...
114
392
1,185
233.9K",1652081543572078594
@TIME-2023-04-29T16:33:01.000Z,@TIME,3372,423,645,2023-04-29T16:33:01.000Z,"TIME
@TIME
·
16h
.
@algore
 on Luiz Inácio Lula da Silva (
@LulaOficial
), President of Brazil: ""From tackling forest loss to accelerating Brazil’s clean energy transition, President Lula’s leadership will be critical in this decisive decade for climate action"" #TIME100
time.com
Luiz Inácio Lula da Silva: The 100 Most Influential People of 2023
Find out why Luiz Inácio Lula da Silva is on this year’s list
423
645
3,372
202.1K",1652350282087399428
@IlhanMN-2023-04-27T20:14:25.000Z,@IlhanMN,2396,763,666,2023-04-27T20:14:25.000Z,"Ilhan Omar
@IlhanMN
·
Apr 27
GOP cuts:
$120B from Medicaid and food assistance
$71B from tax cheat enforcement
$271B from clean energy

Cost of the Bush + Trump tax cuts:
$10 trillion

They don’t care about the deficit. They care about transferring wealth from the working class to their billionaire friends.
44.2K views
0:01 / 1:17
1:15
44.2K views
763
666
2,396
145.5K",1651681224253927437
@VP-2023-04-28T18:20:47.000Z,@VP,2860,503,666,2023-04-28T18:20:47.000Z,"Vice President Kamala Harris
@VP
·
Apr 28
When we invest in a clean energy economy, we invest in American manufacturing.
 
Our historic investments in wind and solar are helping us to tackle the climate crisis and restore America’s place as a global leader in manufacturing.
ALT
503
666
2,860
238.2K",1652015017091317769
@EU_Commission-2023-04-29T06:30:00.000Z,@EU_Commission,417,231,131,2023-04-29T06:30:00.000Z,"European Commission
@EU_Commission
·
Apr 29
 Together for a climate-neutral continent by 2050. 

With our new EU-Norway Green Alliance, we join forces to strengthen our joint climate action, environmental protection efforts, and cooperation on the clean energy and industrial transition. ↓

#EUGreenDeal
europa.eu
New EU-Norway Green Alliance
231
131
417
38.5K",1652198529664962561
@ArmandDoma-2023-04-21T02:28:37.000Z,@ArmandDoma,633,21,27,2023-04-21T02:28:37.000Z,"Armand Domalewski
@ArmandDoma
·
Apr 21
Europeans being mad at America for…overly generous subsidies for clean energy is…extremely weird
21
27
633
45.9K",1649238680954081280
@sam_d_1995-2023-04-29T15:51:15.000Z,@sam_d_1995,3856,47,354,2023-04-29T15:51:15.000Z,"sam
@sam_d_1995
·
17h
Minnesota just elected a democratic trifecta for the first time in a generation and passed laws for free student lunch, protecting abortion and LGBT rights, transitioning to 100% clean energy by 2040, and legalizing marijuana but ok
Quote Tweet
Róisín Dubh 
@Roisin_Dub
·
Apr 28
made the real edit  twitter.com/FemboyLifestyl…
47
354
3,856
238.5K",1652339774659633154
@PressSec-2023-04-22T00:09:44.000Z,@PressSec,1827,792,537,2023-04-22T00:09:44.000Z,"Karine Jean-Pierre
@PressSec
·
Apr 22
President Biden is fighting to clean up toxic pollution, lower energy costs, and create clean energy jobs.

MAGA House Republicans are holding our economy hostage with a 320-page ransom note to offshore jobs, fill our cities with smog, and give asthma to our children.
792
537
1,827
114.2K",1649566115826225153
@desireaikirize1-2023-04-28T14:56:39.000Z,@desireaikirize1,108,3,44,2023-04-28T14:56:39.000Z,"Desire Aikirize
@desireaikirize1
·
Apr 28
Investing in people and the planet is not only crucial for climate action, but also for creating a more just and equitable world. Let's prioritize sustainable development and clean energy to build a better future for all. #climateaction #sustainability #investinpeopleandplanet
3
44
108
3,114",1651963646073794561
@MativoMJohn-2023-04-30T08:24:18.000Z,@MativoMJohn,9,1,1,2023-04-30T08:24:18.000Z,"Dr. Eng. John Mativo
@MativoMJohn
·
31m
Celebrating Somalia as they also invest in Renewable Energy.
Electricity Service Providers (ESPs) in Somalia are moving away from expensive and imported diesel by investing in renewable sources of energy. #RenewableEnergy #Somalia #CleanEnergy
1
1
9
322",1652589682352422912
@Muncha69420-2023-04-26T16:56:58.000Z,@Muncha69420,209,10,83,2023-04-26T16:56:58.000Z,"Muncha
@Muncha69420
·
Apr 26
Watch German magazine Der Spiegal's racist cartoon depiction of the Indian population overtaking China.

They failed to mention that India has electricfied almost their entire railway, while the Germans are moving backwards by using coal in place of nuclear and clean energy 
1,948 views
0:01 / 0:57
0:56
1,948 views
10
83
209
5,010",1651269145365815296
@Britain_People-2023-04-21T13:13:22.000Z,@Britain_People,318,21,209,2023-04-21T13:13:22.000Z,"Britain People
@Britain_People
·
Apr 21
·
CHEAP ENERGY BILLS 

UK is the only country in the world to BAN on-shore wind

Tories did this so their profiteering oil and gas chums could line their pockets.

Cheap and clean energy which would solve fuel poverty is the LAST thing the Tories want.
21
209
318
9,451",1649400939151753218
@RitchieTorres-2023-04-25T22:30:12.000Z,@RitchieTorres,2873,58,793,2023-04-25T22:30:12.000Z,"Ritchie Torres
@RitchieTorres
·
Apr 26
No president in recent history has done more to invest in clean energy, infrastructure, and scientific research and development than Joe Biden.

I'm proud to support his reelection to lead the American future, for which he has built a powerful foundation.

#BidenHarris2024
58
793
2,873
89.3K",1650990621723705346
@osazenoo-2023-04-27T18:24:52.000Z,@osazenoo,1146,73,422,2023-04-27T18:24:52.000Z,"Osas
@osazenoo
·
Apr 27
Breaking: Oando, Lagos Take Delivery of Nigeria’s First Mass Transit Electric Buses

Oando Clean Energy Limited (OCEL) and the Lagos Metropolitan Area Transport Authority (LAMATA) have announced that they have taken delivery of the electric mass transit buses for Lagos State.
73
422
1,146
108.4K",1651653655941070849
@GovMurphy-2023-04-21T14:20:02.000Z,@GovMurphy,349,258,72,2023-04-21T14:20:02.000Z,"Governor Phil Murphy
@GovMurphy
·
Apr 21
100% clean energy by 2035, here we come. #EarthWeek
258
72
349
113.1K",1649417716002947072
@AK1_tweet-2023-04-28T13:35:04.000Z,@AK1_tweet,3,0,3,2023-04-28T13:35:04.000Z,"100% GREEN ELECTRIC CLEAN ENERGY Active Kinetic 1
@AK1_tweet
·
Apr 28
RENEWABLE ENERGY, LIMITED BY KNOWLEDGE NOT SUPPLY.
3
3
3,870",1651943113248710657
@GovofCO-2023-04-26T15:00:32.000Z,@GovofCO,887,227,103,2023-04-26T15:00:32.000Z,"Governor Jared Polis
@GovofCO
·
Apr 26
Boulder has purchased Colorado’s first electric Fire Truck! I’m proud to say Colorado continues to work together towards a clean energy future!

https://bit.ly/3Ly0ETA
227
103
887
83.6K",1651239847783268354
@POTUS-2023-04-21T18:42:09.000Z,@POTUS,5770,2678,1340,2023-04-21T18:42:09.000Z,"President Biden
@POTUS
·
Apr 21
I'm committed to preserving our planet for future generations.
 
And I'll do it while including communities that have been denied the basic security and dignity that comes with clean air, clean water, clean energy jobs, and environmental justice.
2,678
1,340
5,770
800.1K",1649483678190391313
@AP_Climate-2023-04-29T22:30:38.000Z,@AP_Climate,101,26,40,2023-04-29T22:30:38.000Z,"AP Climate
@AP_Climate
·
10h
Asia must rapidly cut fossil fuel subsidies and plow more money into a clean energy transition to avoid catastrophic climate change that puts its own development at risk, according to a new report from the Asian Development Bank.
apnews.com
Bank: Asia must quit coal faster to stem worst climate woes
Asia must rapidly cut fossil fuel subsidies and plow more money into a clean energy transition to avoid catastrophic climate change that puts its own development at risk. That's according to a new...
26
40
101
144.5K",1652440282275753984
@ClimatePower-2023-04-20T13:15:30.000Z,@ClimatePower,46,5,22,2023-04-20T13:15:30.000Z,"Climate Power
@ClimatePower
·
Apr 20
Michigan is leading the way in the clean energy boom 

13,702 new clean energy jobs. Let’s keep it going!
5
22
46
21.3K",1649039086504607745
@MissAmerica-2023-04-22T15:59:10.000Z,@MissAmerica,152,6,42,2023-04-22T15:59:10.000Z,"Miss America
@MissAmerica
·
Apr 22
As a nuclear engineering student & advocate for clean energy, I can't wait to walk the red carpet at the 
@NuclearNowFilm
 premiere at Atlanta's Regal Atlantic Station! Join me for a captivating look at the impact of nuclear energy & see the film in theaters nationwide May 1st!
6
42
152
23.6K",1649805051269971969
@SenateDems-2023-04-26T20:18:42.000Z,@SenateDems,266,156,118,2023-04-26T20:18:42.000Z,"Senate Democrats
@SenateDems
·
Apr 26
House Republicans’ Default on America Act (DOA) would get rid of good-paying clean energy jobs.

The DOA Act is cruel, short-sighted, and Democrats will not let it happen.

Democrats are standing with American families.

Via 
@SenStabenow
156
118
266
18K",1651319914110636035
@tphuang-2023-04-30T01:56:39.000Z,@tphuang,19,1,4,2023-04-30T01:56:39.000Z,"tphuang
@tphuang
·
6h
·
Nuclear energy provides clean energy w/ utilization 6x that of Solar & w/o need for ESS or UHV lines. China expected to grow capacity to 400GW

As the largest consumer in the future, China also wants more control in Uranium pricing & supply security. See below for major Uranium…
Quote Tweet
tphuang
@tphuang
·
19h
Good pt here. A bit on China's NPP approach

Table of operating, under construction & planned reactor models/capacity based on https://world-nuclear.org/information-library/country-profiles/countries-a-f/china-nuclear-power.aspx…

Up until 2015, China tried out every possible nuclear design

Since Fukushima, all new plants are AP1000 or Hualong-1 variants…
1
4
19
2,054",1652492127060803591
@vonderleyen-2023-04-27T19:03:48.000Z,@vonderleyen,672,318,199,2023-04-27T19:03:48.000Z,"Ursula von der Leyen
@vonderleyen
·
Apr 27
Very glad to announce at #GlobalCitizenNOW an additional €18 billion in #GlobalGateway financing, together with 
@EIB
.

It will support climate action, clean energy and connectivity in partner countries around the world.

Great projects are coming ↓
0:04
Ursula von der Leyen
@vonderleyen
Global Citizen NOW
318
199
672
86.4K",1651663453654773763
@SecondGentleman-2023-04-22T13:49:57.000Z,@SecondGentleman,2143,101,244,2023-04-22T13:49:57.000Z,"Douglas Emhoff
@SecondGentleman
·
Apr 22
As I’ve traveled the world, I have seen some extraordinary places. This #EarthDay, let’s work together to protect the environment and build a clean energy future for the next generation.
ALT
ALT
101
244
2,143
105.4K",1649772531220348931
@bodo_immink-2023-04-30T06:07:01.000Z,@bodo_immink,12,0,5,2023-04-30T06:07:01.000Z,"Bodo Immink
@bodo_immink
·
2h
#News 
Excited that the Joint Committee on Kenya-Germany #Climate & #Development Partnership, led by 
@GermanyinKenya
 & 
@EnviClimateC_Ke
, discussed  cooperation opportunities in #climatepolicy, #cleanenergy, sustainable #agriculture, economic development & #TVET! #ClimateAction
GIZ and 9 others
5
12
375",1652555132935065601
